ingredient_id,name,category_id,carbon_foot_print,carbon_foot_print_source,carbon_foot_print_weight,water_foot_print,water_foot_print_source,water_foot_print_weight,kcal,kcal_weight,protein,protein_weight,fat,fat_weight,carbohydrates,carbohydrates_weight,fiber,fiber_weight,created_at,updated_at
156,"nuts, almonds",79,0.20558600000000002,corgis_category_mean,100,,,1000,579,100,21.15,100,49.93,100,21.55,100,12.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
157,"spices, garlic powder",116,,,100,,,1000,331,100,16.55,100,0.73,100,72.73,100,9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
158,"mushrooms, portabella, raw",,,,100,,,1000,22,100,2.11,100,0.35,100,3.87,100,1.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
159,"sauce, worcestershire",109,0.022176,edamam_hits_similarity,100,,,1000,78,100,0,100,0,100,19.46,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
160,"cheese, provolone",28,0.810181,corgis_category_mean,100,5060,corgis_category_mean,1000,351,100,25.58,100,26.62,100,2.14,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
161,"goldsaft sugar beet syrup, upc: 4000412010808",13,0.039078,myemissions.green,100,210,healabel,1000,387,100,0,100,0,100,99.98,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
162,"rice vinegar, upc: 4979435030332",,,,100,,,1000,18,100,0,100,0,100,0.04,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
163,"papayas, raw",86,0.44000000000000006,edamam_hits_similarity,100,,,1000,43,100,0.47,100,0.26,100,10.82,100,1.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
164,"milk, fluid, 1% fat, without added vitamin a and vitamin d",,,,100,,,1000,42,100,3.37,100,0.97,100,4.99,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
165,"xanthan gum, upc: 071518021764",,0,myemissions.green,100,,,1000,312.5,100,0,100,0,100,69.1,100,69.1,100,2022-10-24 17:13:17,2022-10-24 17:13:17
166,"wheat, durum",,,,100,,,1000,339,100,13.68,100,2.47,100,71.13,100,,,2022-10-24 17:13:17,2022-10-24 17:13:17
167,"puddings, tapioca, ready-to-eat",100,,,100,,,1000,130,100,1.95,100,3.88,100,21.69,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
168,"sugars, brown",120,,,100,,,1000,380,100,0.12,100,0,100,98.09,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
169,"lime juice, raw",65,0.06216000000000001,corgis_category_mean,100,,,1000,25,100,0.42,100,0.07,100,8.42,100,0.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
170,"bananas, raw",10,0.13,edamam_hits_similarity,100,,,1000,89,100,1.09,100,0.33,100,22.84,100,2.6,100,2022-10-24 17:13:17,2022-10-24 17:14:46
171,"cereals ready-to-eat, quaker, mother's toasted oat bran cereal",,,,100,,,1000,372,100,11.45,100,5.04,100,75.41,100,8.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
172,"meatballs, meatless",70,,,100,,,1000,197,100,21,100,9,100,8,100,4.6,100,2022-10-24 17:13:17,2022-10-24 17:14:46
173,"wheat flour, white, all-purpose, unenriched",131,,,100,,,1000,364,100,10.33,100,0.98,100,76.31,100,2.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
174,"spices, pepper, black",116,,,100,,,1000,251,100,10.39,100,3.26,100,63.95,100,25.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
175,"fish, halibut, greenland, raw",,,,100,,,1000,186,100,14.37,100,13.84,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
176,"plums, raw",96,0.33075000000000004,edamam_hits_similarity,100,,,1000,46,100,0.7,100,0.28,100,11.42,100,1.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
177,"cheese, gouda",28,0.810181,corgis_category_mean,100,5060,corgis_category_mean,1000,356,100,24.94,100,27.44,100,2.22,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
178,"cheese, gruyere",28,0.810181,corgis_category_mean,100,5060,corgis_category_mean,1000,413,100,29.81,100,32.34,100,0.36,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
179,"peppers, ancho, dried",,,,100,,,1000,281,100,11.86,100,8.2,100,51.42,100,21.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
180,"leavening agents, yeast, baker's, active dry",60,,,100,,,1000,325,100,40.44,100,7.61,100,41.22,100,26.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
181,"spices, cumin seed",116,,,100,,,1000,375,100,17.81,100,22.27,100,44.24,100,10.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
182,"soup, swanson chicken broth 99% fat free",,,,100,,,1000,4,100,0.54,100,0.17,100,0.14,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
183,vital wheat gluten,,,,100,,,1000,370,100,75.16,100,1.85,100,13.79,100,0.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
184,"ice creams, chocolate",56,,,100,,,1000,216,100,3.8,100,11,100,28.2,100,1.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
185,"marmalade, orange",69,,,100,,,1000,246,100,0.3,100,0,100,66.3,100,0.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
186,"candies, nestle, after eight mints",,,,100,,,1000,432,100,1.67,100,11.9,100,79.53,100,2.4,100,2022-10-24 17:13:17,2022-10-24 17:13:17
187,"milk, canned, condensed, sweetened",72,0.17616600000000002,myemissions.green,100,1020,healabel,1000,61,100,3.15,100,3.25,100,4.8,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
188,"strawberries, raw",119,0.22432,corgis_category_mean,100,347,corgis_category_mean,1000,32,100,0.67,100,0.3,100,7.68,100,2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
189,soy sauce made from soy (tamari),,,,100,,,1000,60,100,10.51,100,0.1,100,5.57,100,0.8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
190,"cheese, ricotta, whole milk",28,0.810181,corgis_category_mean,100,5060,corgis_category_mean,1000,174,100,11.26,100,12.98,100,3.04,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
191,"noodles, egg, dry, unenriched",,,,100,,,1000,384,100,14.16,100,4.44,100,71.27,100,3.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
192,"sorghum flour, refined, unenriched",,,,100,,,1000,357,100,9.53,100,1.24,100,76.85,100,1.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
193,"raspberries, raw",104,,,100,,,1000,52,100,1.2,100,0.65,100,11.94,100,6.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
194,"ground turkey, raw",,,,100,,,1000,148,100,19.66,100,7.66,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
195,"pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",95,0.17,myemissions.green,100,255,healabel,1000,50,100,0.54,100,0.12,100,13.12,100,1.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
196,"smart soup, indian bean masala",,,,100,,,1000,57,100,3.3,100,0.88,100,10.5,100,2.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
197,"cauliflower, raw",25,,,100,,,1000,25,100,1.92,100,0.28,100,4.97,100,2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
198,"beverages, ovaltine, classic malt powder",,,,100,,,1000,372,100,0,100,0,100,93.33,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
199,molasses,74,0.04876,myemissions.green,100,,,1000,290,100,0,100,0.1,100,74.73,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
200,"leavening agents, baking soda",60,,,100,,,1000,0,100,0,100,0,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
201,"dates, deglet noor",42,,,100,,,1000,282,100,2.45,100,0.39,100,75.03,100,8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
202,"nuts, cashew nuts, raw",,,,100,,,1000,553,100,18.22,100,43.85,100,30.19,100,3.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
203,"alcoholic beverage, distilled, gin, 90 proof",,,,100,,,1000,263,100,0,100,0,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
204,"leavening agents, baking powder, double-acting, sodium aluminum sulfate",60,,,100,,,1000,53,100,0,100,0,100,27.7,100,0.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
205,"chocolate, dark, 70-85% cacao solids",,,,100,,,1000,598,100,7.79,100,42.63,100,45.9,100,10.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
206,"apricots, dried, sulfured, uncooked",4,0.043000000000000003,corgis_category_mean,100,1287,corgis_category_mean,1000,241,100,3.39,100,0.51,100,62.64,100,7.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
207,"spices, fennel seed",,0.42000000000000004,edamam_hits_similarity,100,,,1000,345,100,15.8,100,14.87,100,52.29,100,39.8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
208,"potatoes, raw, skin",,,,100,,,1000,58,100,2.57,100,0.1,100,12.44,100,2.5,100,2022-10-24 17:13:17,2022-10-24 17:13:17
209,"peaches, yellow, raw",88,0.25,myemissions.green,100,910,healabel,1000,39,100,0.91,100,0.25,100,9.54,100,1.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
210,"pomegranate juice, bottled",97,,,100,,,1000,54,100,0.15,100,0.29,100,13.13,100,0.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
211,"spices, anise seed",,,,100,,,1000,337,100,17.6,100,15.9,100,50.02,100,14.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
212,"cheese, feta",28,0.810181,corgis_category_mean,100,5060,corgis_category_mean,1000,264,100,14.21,100,21.28,100,4.09,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
213,"couscous, dry",,0.24403600000000003,edamam_hits_similarity,100,,,1000,376,100,12.76,100,0.64,100,77.43,100,5,100,2022-10-24 17:13:17,2022-10-24 17:13:17
214,"vinegar, balsamic",,,,100,,,1000,88,100,0.49,100,0,100,17.03,100,,,2022-10-24 17:13:17,2022-10-24 17:13:17
215,"syrups, corn, light",123,0.065599,corgis_category_mean,100,,,1000,283,100,0,100,0.2,100,76.79,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
216,"spices, marjoram, dried",116,,,100,,,1000,271,100,12.66,100,7.04,100,60.56,100,40.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
217,"passion-fruit juice, yellow, raw",,,,100,,,1000,60,100,0.67,100,0.18,100,14.45,100,0.2,100,2022-10-24 17:13:17,2022-10-24 17:13:17
218,"soup, vegetable broth, ready to serve",115,0.022176,myemissions.green,100,2266,corgis_category_mean,1000,0.963321,100,0.0303423,100,0.0376684,100,0.150307,100,0.0422472,100,2022-10-24 17:13:17,2022-10-24 17:14:46
219,"figs, dried, uncooked",48,,,100,,,1000,249,100,3.3,100,0.93,100,63.87,100,9.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
220,"pickle relish, sweet",94,,,100,,,1000,130,100,0.37,100,0.47,100,35.06,100,1.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
221,"denny's, hash browns",,,,100,,,1000,197,100,2.49,100,8.99,100,26.59,100,2.7,100,2022-10-24 17:13:17,2022-10-24 17:13:17
222,"mushrooms, white, raw",76,0.140454,corgis_category_mean,100,322,corgis_category_mean,1000,22,100,3.09,100,0.34,100,3.26,100,1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
223,"spices, basil, dried",116,,,100,,,1000,233,100,22.98,100,4.07,100,47.75,100,37.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
224,"avocados, raw, all commercial varieties",7,,,100,,,1000,160,100,2,100,14.66,100,8.53,100,6.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
225,"jams and preserves, apricot",,,,100,,,1000,242,100,0.7,100,0.2,100,64.4,100,0.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
226,"beans, kidney, all types, mature seeds, raw",,,,100,,,1000,333,100,23.58,100,0.83,100,60.01,100,24.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
227,"margarine, regular, hard, soybean (hydrogenated)",,,,100,,,1000,719,100,0.9,100,80.5,100,0.9,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
228,"beans, snap, green, raw",11,0.26298375,corgis_category_mean,100,561,corgis_category_mean,1000,31,100,1.83,100,0.22,100,6.97,100,2.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
229,"oat bran, raw",80,,,100,,,1000,246,100,17.3,100,7.03,100,66.22,100,15.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
230,"brussels sprouts, raw",17,0.07500000000000001,edamam_hits_similarity,100,,,1000,43,100,3.38,100,0.3,100,8.95,100,3.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
231,"pineapple, raw, all varieties",95,0.31806825,corgis_category_mean,100,255,corgis_category_mean,1000,50,100,0.54,100,0.12,100,13.12,100,1.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
232,chickpea flour (besan),,,,100,,,1000,387,100,22.39,100,6.69,100,57.82,100,10.8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
233,"cranberries, dried, sweetened",36,,,100,,,1000,308,100,0.07,100,1.37,100,82.36,100,5.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
234,"peas, green, frozen, unprepared",,,,100,,,1000,77,100,5.22,100,0.4,100,13.62,100,4.5,100,2022-10-24 17:13:17,2022-10-24 17:13:17
235,"peppers, jalapeno, raw",92,0.29294000000000003,corgis_category_mean,100,,,1000,29,100,0.91,100,0.37,100,6.5,100,2.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
236,"semolina, unenriched",,,,100,,,1000,360,100,12.68,100,1.05,100,72.83,100,3.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
237,"seasoning mix, dry, taco, original",,,,100,,,1000,322,100,4.5,100,0,100,58,100,13.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
238,"pork sausage, link/patty, unprepared",,,,100,,,1000,287,100,15.37,100,24.78,100,0.93,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
239,"mini semi-sweet chocolate baking chips, upc: 719283140692",13,0.438825,myemissions.green,100,17196,healabel,1000,480,100,4.2,100,30,100,63.9,100,5.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
240,"capers, canned",22,0.046313,edamam_hits_similarity,100,,,1000,23,100,2.36,100,0.86,100,4.89,100,3.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
241,cornstarch,35,,,100,,,1000,381,100,0.26,100,0.05,100,91.27,100,0.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
242,"vinegar, cider",128,,,100,,,1000,21,100,0,100,0,100,0.93,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
243,"peppers, sweet, green, raw",92,0.29294000000000003,corgis_category_mean,100,,,1000,20,100,0.86,100,0.17,100,4.64,100,1.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
244,"candies, marshmallows",21,0.4337648333333333,corgis_category_mean,100,7653,corgis_category_mean,1000,318,100,1.8,100,0.2,100,81.3,100,0.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
245,"shortening, vegetable, household, composite",113,,,100,,,1000,884,100,0,100,99.97,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
246,"pork, fresh, loin, country-style ribs, separable lean only, raw",,,,100,,,1000,140,100,20.76,100,5.64,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
247,phyllo dough,93,0.9420015999999999,foodb_category_mean,100,,,1000,299,100,7.1,100,6,100,52.6,100,1.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
248,"celery, raw",26,,,100,,,1000,16,100,0.69,100,0.17,100,2.97,100,1.6,100,2022-10-24 17:13:17,2022-10-24 17:14:46
249,"spices, fenugreek seed",,,,100,,,1000,323,100,23,100,6.41,100,58.35,100,24.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
250,"artichokes, (globe or french), raw",,,,100,,,1000,47,100,3.27,100,0.15,100,10.51,100,5.4,100,2022-10-24 17:13:17,2022-10-24 17:13:17
251,"squash, winter, butternut, raw",,,,100,,,1000,45,100,1,100,0.1,100,11.69,100,2,100,2022-10-24 17:13:17,2022-10-24 17:13:17
252,"beef, grass-fed, ground, raw",,,,100,,,1000,192,100,19.42,100,12.73,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
253,"fat, goose",,0.505438,edamam_hits_similarity,100,,,1000,900,100,0,100,99.8,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
254,"yogurt, vanilla, non-fat",133,0.065599,myemissions.green,100,126505,healabel,1000,288,100,0.06,100,0.06,100,12.65,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
255,"nuts, hazelnuts or filberts",79,0.20558600000000002,corgis_category_mean,100,,,1000,628,100,14.95,100,60.75,100,16.7,100,9.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
256,"chicken, liver, all classes, raw",30,1.2119974999999998,corgis_category_mean,100,6544,corgis_category_mean,1000,119,100,16.92,100,4.83,100,0.73,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
257,eggnog,46,,,100,,,1000,88,100,4.55,100,4.19,100,8.05,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
258,"egg, white, raw, fresh",45,,,100,,,1000,52,100,10.9,100,0.17,100,0.73,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
259,"quinoa, uncooked",,,,100,,,1000,368,100,14.12,100,6.07,100,64.16,100,7,100,2022-10-24 17:13:17,2022-10-24 17:13:17
260,"chickpeas (garbanzo beans, bengal gram), mature seeds, raw",31,,,100,,,1000,378,100,20.47,100,6.04,100,62.95,100,12.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
261,"terra dolce, organic chipotle dried chile peppers, upc: 700360007144",,,,100,,,1000,324,100,10.58,100,5.81,100,69.86,100,28.7,100,2022-10-24 17:13:17,2022-10-24 17:13:17
262,"rice flour, white, unenriched",106,,,100,,,1000,366,100,5.95,100,1.42,100,80.13,100,2.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
263,"syrup, maple, canadian",,,,100,,,1000,270,100,0,100,0,100,67.38,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
264,"soymilk, original and vanilla, unfortified",,,,100,,,1000,54,100,3.27,100,1.75,100,6.28,100,0.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
265,"mcdonald's, spicy buffalo sauce",,,,100,,,1000,142,100,0.54,100,15.45,100,1.81,100,1.5,100,2022-10-24 17:13:17,2022-10-24 17:13:17
266,"crustaceans, shrimp, raw (not previously frozen)",40,1.7745550000000003,myemissions.green,100,,,1000,85,100,20.1,100,0.51,100,0,100,,,2022-10-24 17:13:17,2022-10-24 17:14:46
267,"oil, corn, peanut, and olive",,0.24044,myemissions.green,100,24740,healabel,1000,884,100,0,100,100,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
268,"spices, cinnamon, ground",116,,,100,,,1000,247,100,3.99,100,1.24,100,80.59,100,53.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
269,"animal fat, bacon grease",2,,,100,,,1000,897,100,0,100,99.5,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
270,"snacks, tortilla chips, light (baked with less oil)",,0.1155,foodb_category_mean,100,,,1000,497,100,6.62,100,22.33,100,67.38,100,4.7,100,2022-10-24 17:13:17,2022-10-24 17:13:17
271,"spices, saffron",,,,100,,,1000,310,100,11.43,100,5.85,100,65.37,100,3.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
272,"water, bottled, generic",129,,,100,,,1000,0,100,0,100,0,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
273,"fish, cod, atlantic, raw",,,,100,,,1000,82,100,17.81,100,0.67,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
274,"nuts, pecans",79,0.20558600000000002,corgis_category_mean,100,,,1000,691,100,9.17,100,71.97,100,13.86,100,9.6,100,2022-10-24 17:13:17,2022-10-24 17:14:46
275,"spices, tarragon, dried",,,,100,,,1000,295,100,22.77,100,7.24,100,50.22,100,7.4,100,2022-10-24 17:13:17,2022-10-24 17:13:17
276,"lemon juice, raw",62,0.06216000000000001,edamam_hits_similarity,100,,,1000,22,100,0.35,100,0.24,100,6.9,100,0.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
277,"cranberry juice, unsweetened",37,,,100,,,1000,46,100,0.39,100,0.13,100,12.2,100,0.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
278,"seeds, hemp seed, hulled",,,,100,,,1000,567,100,24.8,100,35.5,100,27.6,100,27.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
279,"horseradish, prepared",55,,,100,,,1000,48,100,1.18,100,0.69,100,11.29,100,3.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
280,"sauce, teriyaki, ready-to-serve",109,,,100,,,1000,89,100,5.93,100,0.02,100,15.56,100,0.1,100,2022-10-24 17:13:17,2022-10-24 17:14:46
281,"cream, sour, cultured",39,,,100,,,1000,193,100,2.07,100,19.73,100,2.88,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
282,"fresh red onions, upc: 888670013229",115,0.2308,myemissions.green,100,272,healabel,1000,40,100,1.1,100,0.1,100,9.34,100,1.7,100,2022-10-24 17:13:17,2022-10-24 17:14:46
283,honey,54,0.16573000000000002,myemissions.green,100,,,1000,304,100,0.3,100,0,100,82.4,100,0.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
284,"arugula, raw",5,,,100,,,1000,25,100,2.58,100,0.66,100,3.65,100,1.6,100,2022-10-24 17:13:17,2022-10-24 17:14:46
285,"apples, raw, with skin",3,,,100,,,1000,52,100,0.26,100,0.17,100,13.81,100,2.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
286,"blueberries, raw",15,0.269,corgis_category_mean,100,845,corgis_category_mean,1000,57,100,0.74,100,0.33,100,14.49,100,2.4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
287,"seeds, flaxseed",111,,,100,,,1000,534,100,18.29,100,42.16,100,28.88,100,27.3,100,2022-10-24 17:13:17,2022-10-24 17:14:46
288,"cookies, vanilla wafers, lower fat",34,0.3227421111111111,corgis_category_mean,100,8703,corgis_category_mean,1000,441,100,5,100,15.2,100,73.6,100,1.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
289,"bulgur, dry",18,,,100,,,1000,342,100,12.29,100,1.33,100,75.87,100,12.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
290,"syrups, sugar free",50,0.065599,myemissions.green,100,,,1000,260,100,0.04,100,0.06,100,67.04,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
291,"egg substitute, powder",,,,100,,,1000,444,100,55.5,100,13,100,21.8,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
292,"sweetener, herbal extract powder from stevia leaf",122,,,100,,,1000,0,100,0,100,0,100,100,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
293,"butter, without salt",19,,,100,,,1000,717,100,0.85,100,81.11,100,0.06,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
294,"alcoholic beverage, distilled, whiskey, 86 proof",,,,100,,,1000,250,100,0,100,0,100,0.1,100,0,100,2022-10-24 17:13:17,2022-10-24 17:13:17
295,"kashi, steam meal, chicken fettuccine, frozen entree",,,,100,,,1000,99,100,6.2,100,2.7,100,14,100,2,100,2022-10-24 17:13:17,2022-10-24 17:13:17
296,"orange juice, raw",85,0.2,corgis_category_mean,100,1018,corgis_category_mean,1000,45,100,0.7,100,0.2,100,10.4,100,0.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
297,"pork, fresh, loin, tenderloin, separable lean only, raw",98,0.662826,corgis_category_mean,100,5990,corgis_category_mean,1000,109,100,20.95,100,2.17,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
298,"cereals ready-to-eat, granola, homemade",27,0.2917906666666667,corgis_category_mean,100,,,1000,489,100,14.85,100,24.06,100,53.25,100,9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
299,"rice, white, long-grain, regular, unenriched, cooked without salt",105,0.135377,myemissions.green,100,,,1000,360,100,6.61,100,0.58,100,79.34,100,,,2022-10-24 17:13:17,2022-10-24 17:14:46
300,"margarine, regular, 80% fat, composite, stick, without salt",68,0.308086,corgis_category_mean,100,,,1000,717,100,0.16,100,80.71,100,0.7,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
301,lard,59,0.611647,myemissions.green,100,,,1000,902,100,0,100,100,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
302,"spices, oregano, dried",116,,,100,,,1000,265,100,9,100,4.28,100,68.92,100,42.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
303,"spices, nutmeg, ground",116,,,100,,,1000,525,100,5.84,100,36.31,100,49.29,100,20.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
304,"sugars, granulated",120,,,100,,,1000,387,100,0,100,0,100,99.98,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
305,"sauce, salsa, ready-to-serve",109,,,100,,,1000,29,100,1.54,100,0.17,100,6.72,100,1.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
306,"spices, cloves, ground",116,,,100,,,1000,274,100,5.97,100,13,100,65.53,100,33.9,100,2022-10-24 17:13:17,2022-10-24 17:14:46
307,"alcoholic beverage, distilled, rum, 80 proof",1,0.0767825,corgis_category_mean,100,298,corgis_category_mean,1000,231,100,0,100,0,100,0,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
308,"spinach, raw",117,0.16048666666666667,corgis_category_mean,100,292,corgis_category_mean,1000,23,100,2.86,100,0.39,100,3.63,100,2.2,100,2022-10-24 17:13:17,2022-10-24 17:14:46
309,dulce de leche,43,0.5073743333333334,foodb_category_mean,100,,,1000,315,100,6.84,100,7.35,100,55.35,100,0,100,2022-10-24 17:13:17,2022-10-24 17:14:46
310,"melons, honeydew, raw",71,,,100,,,1000,36,100,0.54,100,0.14,100,9.09,100,0.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
311,"pancakes, plain, dry mix, complete (includes buttermilk)",,,,100,,,1000,368,100,9.77,100,3.1,100,73.65,100,2.9,100,2022-10-24 17:13:17,2022-10-24 17:13:17
312,"raisins, seeded",,,,100,,,1000,296,100,2.52,100,0.54,100,78.47,100,6.8,100,2022-10-24 17:13:17,2022-10-24 17:13:17
313,"pectin, unsweetened, dry mix",,,,100,,,1000,325,100,0.3,100,0.3,100,90.4,100,8.6,100,2022-10-24 17:13:17,2022-10-24 17:13:17
314,"barley, hulled",,0.11183300000000002,edamam_hits_similarity,100,,,1000,354,100,12.48,100,2.3,100,73.48,100,17.3,100,2022-10-24 17:13:17,2022-10-24 17:13:17
315,"tangerines, (mandarin oranges), raw",125,0.18,corgis_category_mean,100,748,corgis_category_mean,1000,53,100,0.81,100,0.31,100,13.34,100,1.8,100,2022-10-24 17:13:17,2022-10-24 17:14:46
316,"crustaceans, crab, alaska king, imitation, made from surimi",40,1.7745550000000003,corgis_category_mean,100,,,1000,95,100,7.62,100,0.46,100,15,100,0.5,100,2022-10-24 17:13:17,2022-10-24 17:14:46
317,"mustard, prepared, yellow",77,,,100,,,1000,60,100,3.74,100,3.34,100,5.83,100,4,100,2022-10-24 17:13:17,2022-10-24 17:14:46
